time,body
1543528835,"Amazons digital arm Amazon Web Services (AWS) revealed two new blockchain-inspired products despite the current cryptocurrency bear market. Amazon Marching Forward Despite the recent decrease across the entire cryptocurrency market, Amazon digital arm AWS (Amazon Web Services) revealed two new blockchain-oriented products, CNBC reports. According to the companys CEO, AWS is merely responding to increasing demand from their existing customers. He pointed towards industries such as health-care records, supply-chain tracking, vehicle history records, and mortgagesRead MoreThe post Amazon Unveils &#8216;Immutable&#8217; Quantum Ledger Database Product appeared first on Bitcoinist.com."
1543528811,"The US Securities and Exchange Commission (SEC) has charged boxing legend Floyd Mayweather and recording artist DJ Khaled with illegally promoting initial coin offerings (ICOs). The two celebrities, as CCN reported, had been among the most prolific ICO promoters, pumping crypto tokens on social media while sometimes failing to disclose that the posts &#8212; whichThe post Breaking: SEC Charges Floyd Mayweather, DJ Khaled with Illegally Promoting ICOs appeared first on CCN"
1543528800,"OKEx has released their third round of delisted trading pairs. This batch will remove 38 cryptocurrencies acros 49 trading pairs, bringing their total pairs removed (year-to-date) to 135."
1543528643,"Floyd Mayweather and DJ Khaled settled charges with the SEC, which said they promoted ICOs without disclosing payments from token issuers."
1543528304,CoinSpeakerHyperledger Global ForumBlockchain in Action: Top 5 Demos To Catch at Hyperledger Global Forums Demo Theater.Hyperledger Global Forum
1543528227,"This post about better crypto UX was written by venture capitalist David Gold. He is the CEO ofDapix, Inc, whichlaunched the Foundation for Interwallet Operability (FIO) and FIO Protocol. *** Satoshi Nakamoto&#8217;s Bitcoin whitepaper laid out an intoxicating vision for a &#8220;purely peer-to-peer version of electronic cash&#8221;  free of involvement and interference from third-party [&#8230;]The post Honoring Satoshi&#8217;s Vision: Toward a Better Crypto User Experience appeared first on Bitcoin News."
1543527960,Leading U.S.-based crypto exchange Coinbase has added support for Zcash on its Coinbase Pro platform
1543527309,Binance has recently added more non-volatile coins to its platform.
1543527000,"Goldman Sachs bank is not willing to produce a custody solution for cryptoassets, citing the difficulty of navigating the required regulation as an explanation. Other institutions, however, are braving regulatory hurdles to develop regulated, institution-grade wallets."
1543526970,"On November 28, the Dow Jones Industrial Average surged by 617 points, recording its biggest rally since March. Following the unexpected rebound of the U.S. stock market, the crypto market increased in valuation, by more than $23 billion. Federal Reserve Chairman Jerome Powell announced on Wednesday that interest rates have declined to a neutral level,The post Crypto Surges $23 Billion amid US Stock Market Recovery: Direct Correlation? appeared first on CCN"
1543526820,"Major coins are seeing losses again, with just two of the top 20 cryptocurrencies in the green"
1543525712,The AriseCoin ICO pulled in over $4 million. The man behind it allegedly promised some things he couldnt deliver.
1543525234,"As the cryptocurrency market continues to expand and mature, investors are increasingly seeking ways to spot a great project from vaporware dressed up with buzzwords. Flipside Crypto will provide data on various aspects of different digital assets. Flipside Crypto Impresses Big Names with &#8220;Unique&#8221; Crypto Data Platform According to a report in MarketWatch, Flipside Crypto...The post Flipside Crypto Adds Coinbase, DCG as Investors, Aims to Offer Fresh Approach to Digital Asset Value appeared first on NewsBTC."
1543524255,"On Thursday (29 November 2018), startup SIRIN Labs launched the world&#39;s first &quot;blockchain smartphone&quot;. In this article, we give you everything you need to know to decide if this should be your next phone."
1543523700,"Despite the bear market and crypto winter, industry players at BlockShow Asia said now is the time to invest in crypto and hodl"
1543523432,A US District Judge ruled that the SEC has not yet provided sufficient evidence that Blockvest broke securities laws.
1543522841,"It is safe to say the current cryptocurrency market momentum won&#8217;t please too many people. After all the hardship endured throughout 2018, this fresh wave seems intent on negating all gains achieved in the past two days. For the XRP price, the setback is not as steep as for other assets. Remaining above $0.35 shouldn&#8217;t [&#8230;]The post XRP Price Follows Bitcoin Dip Despite R3&#8217;s Involvement appeared first on NullTX."
1543522543,"Readers may remember the SamSam ransomware attack, which cost everyday computer users a total of at least $6 million in BTC, as reported back in August. Today the US Treasury announced that it had uncovered the names of two Iranians who helped turn the bitcoins acquired in the scam into Iranian currency for the attackers.The post US Blacklists Bitcoin Addresses of Iranians Behind SamSam Ransomware appeared first on CCN"
1543522116,"                        A new development has arisen in the U.S. Securities and Exchange Commissions (SEC) efforts to regulate ICOs: a District Judge has turned back a request for an injunction.According to a recent legal briefing, San Diego District Judge Gonzalo Curiel has been presiding over a case between the SEC and the startup company Blockvest. On November 27, 2018, although Judge Curiel had previously granted the SECs ex parte request for a temporary restraining order and froze the assets involved in the ICO, he has now stated that the SEC couldnt demonstrate that buyers of Blockvests ICO expected to receive a profit. The SECs regulations regarding ICOs are a tricky and largely unresolved legal area, but this case and others have explicitly cited one 1946 court case: SEC vs. W.J. Howey Co. This case first codified into law that certain assets can be considered securities, and become subject to securities regulations, based on the way that sellers and customers handle them. One of the critical criteria for an offering such as an ICO to become a security under the Howey statute is for customers to demonstrate an expectation that they will eventually make more money from the purchase. According to Curiels recent comments, customers of the Blockvest ICO were under no such illusion. Curiels comments by themselves do not constitute a legal verdict, and the case is by no means sealed. The briefing went on to state th..."
1543521811,"                        Jared Rice Sr., CEO of the Dallas-based bank AriseBank, was arrested by the Federal Bureau of Investigation (FBI) on Wednesday, November 28, 2018, and charged with six counts of securities fraud and wire fraud. Rice is accused of scamming investors out of more than $4 million through a cryptocurrency scam that promised federally insured accounts and brand-name credit cards.Earlier this year, the U.S. Securities and Exchange Commissions (SECs) regional office in Fort Worth, Texas, received an emergency court order to stop AriseBanks initial coin offering (ICO) for the cryptocurrency AriseCoin, which Rice falsely claimed had raised a whopping $600 million. According to the court filing, Rice reportedly lied to investors, saying that the bank  which he called the first decentralized banking platform  could offer customers FDIC-insured accounts, as well as traditional banking services such as Visa-brand credit and debit cards. Erin Nealy Cox  the U.S. District Attorney for the Northern District of Texas  states that AriseBank was not FDIC insured, nor did it have the authority to conduct banking operations in Texas. It also did not have an official partnership with Visa. Rice spoke of AriseBanks allegedly non-existent benefits online and through press releases while spending investor funds on hotel stays, clothing, meals, Uber rides, a family law attorney and guardian ad litem. Prosecutors also ac..."
